State,District,Police_Station,Area_Type,Crime_Type,Date,Population,Cases_Reported,Cases_Solved,Arrests_Made,Cases_Pending,Crime_Rate_Per_Lakh,Crime_Per_Lakh
Manipur,Imphal West,PS_186,Urban,Kidnapping,2022-04-10,6917863.0,698,330.0,247,451.0,10.089821090703877,10.089821090703877
Manipur,Imphal East,PS_267,Semi-Urban,Domestic Violence,2021-08-05,2921518.0,503,143.0,64,439.0,17.217076875788546,17.217076875788546
Manipur,Imphal West,PS_292,Semi-Urban,Theft,2017-08-31,523982.0,281,237.0,20,261.0,53.62779637468463,53.62779637468463
Manipur,Imphal East,PS_296,Urban,Kidnapping,2022-12-12,6770150.0,22,7.0,10,12.0,0.3249558724695908,0.3249558724695908
Manipur,Imphal West,PS_213,Semi-Urban,Kidnapping,2024-04-17,3920637.0,60,55.0,57,3.0,1.530363560819326,
Manipur,Imphal East,PS_111,Rural,Cyber Crime,2022-01-03,2829965.0,248,116.0,206,42.0,8.763359264160512,8.763359264160512
Manipur,Imphal West,PS_1,Semi-Urban,Rape,2022-12-28,3511900.0,697,143.0,592,105.0,19.846806571941116,19.846806571941116
Manipur,Imphal East,PS_158,Urban,Domestic Violence,2019-02-26,6455705.0,595,164.0,459,136.0,9.216654106716462,9.216654106716462
Manipur,Imphal East,PS_300,Rural,Theft,2022-01-02,6288572.0,68,43.0,55,13.0,1.08132657143784,
Manipur,Imphal West,PS_330,Rural,Murder,2022-03-05,3845959.0,152,87.0,29,123.0,,3.9522002184630676
Manipur,Imphal East,PS_96,Rural,Murder,2024-11-08,784027.0,731,692.0,646,,93.23658496454841,
Manipur,Imphal East,PS_26,Rural,Theft,2021-08-08,162586.0,517,466.0,483,34.0,,
Manipur,Imphal West,PS_357,Semi-Urban,Rape,2018-01-03,4203391.0,794,,712,82.0,18.889510873482863,18.889510873482863
Manipur,Imphal West,PS_77,Urban,Assault,2023-01-15,70419.0,186,89.0,24,162.0,264.13325948962637,264.13325948962637
Manipur,Imphal West,PS_135,Rural,Rape,2018-05-13,,787,,126,661.0,14.772731752156734,14.772731752156734
Manipur,Imphal West,PS_171,Semi-Urban,Cyber Crime,2020-03-30,,97,36.0,84,13.0,3.727403099047476,3.727403099047476
Manipur,Imphal East,PS_189,Urban,Robbery,2023-06-24,,431,289.0,258,173.0,,7.9249020833298855
Manipur,Imphal West,PS_5,Rural,Domestic Violence,2022-08-23,6012684.0,719,98.0,406,,,11.958054007162191
Manipur,Imphal East,PS_370,Semi-Urban,Burglary,2022-05-17,3854216.0,621,,517,104.0,16.112226195937126,16.112226195937126
Manipur,Imphal West,PS_249,Semi-Urban,Cyber Crime,2015-06-16,1044687.0,430,257.0,299,131.0,41.16065386091719,41.16065386091719
Manipur,Imphal East,PS_300,Semi-Urban,Assault,2021-04-12,6493633.0,338,186.0,196,142.0,5.205098594269186,5.205098594269186
Manipur,Imphal East,PS_235,Semi-Urban,Robbery,2022-11-16,3378064.0,658,241.0,631,,19.47861260177427,19.47861260177427
Manipur,Imphal East,PS_274,Semi-Urban,Kidnapping,2018-12-11,5999026.0,270,185.0,164,106.0,4.500730618603753,4.500730618603753
Manipur,Imphal East,PS_186,Rural,Assault,2023-08-18,4717230.0,711,564.0,42,669.0,15.072404779923811,15.072404779923811
Manipur,Imphal West,PS_264,Semi-Urban,Rape,2020-05-04,4022521.0,542,236.0,327,215.0,,
Manipur,Imphal West,PS_141,Rural,Cyber Crime,2015-03-19,4364454.0,505,443.0,409,96.0,,
Manipur,Imphal East,PS_62,Semi-Urban,Murder,2024-03-04,2998741.0,83,35.0,61,,2.76782823191466,2.76782823191466
Manipur,Imphal East,PS_269,Semi-Urban,Kidnapping,2017-08-12,1721391.0,715,598.0,399,,41.53617626675172,41.53617626675172
Manipur,Imphal West,PS_259,Urban,Theft,2017-09-10,5133834.0,396,132.0,253,143.0,7.71353339434037,7.71353339434037
Manipur,Imphal East,PS_160,Semi-Urban,Burglary,2020-06-03,6991120.0,401,,76,325.0,5.735847761159872,5.735847761159872
Manipur,Imphal West,PS_359,Semi-Urban,Domestic Violence,2021-02-28,3371190.0,161,139.0,44,117.0,4.775761674660877,4.775761674660877
Manipur,Imphal West,PS_268,Urban,Domestic Violence,2015-08-03,200330.0,374,,141,233.0,186.69195826885638,186.69195826885638
Manipur,Imphal East,PS_40,Rural,Robbery,2015-10-27,5206308.0,134,116.0,24,110.0,2.573800858497038,2.573800858497038
Manipur,Imphal East,PS_323,Semi-Urban,Rape,2015-04-26,1878694.0,241,112.0,74,167.0,12.828060344047515,12.828060344047515
Manipur,Imphal West,PS_153,Semi-Urban,Fraud,2018-05-10,1900897.0,318,171.0,300,18.0,16.728944282620258,16.728944282620258
Manipur,Imphal West,PS_121,Rural,Fraud,2023-01-27,6514652.0,502,381.0,106,396.0,7.705707073839094,7.705707073839094
Manipur,Imphal West,PS_352,Urban,Kidnapping,2017-07-05,3077059.0,597,500.0,432,165.0,19.40164293242346,19.40164293242346
Manipur,Imphal West,PS_64,Urban,Murder,2021-09-06,2332743.0,357,324.0,256,,15.303871879585536,15.303871879585536
Manipur,Imphal West,PS_371,Semi-Urban,Kidnapping,2020-11-09,6765418.0,682,541.0,313,369.0,10.080677941850748,10.080677941850748
Manipur,Imphal East,PS_66,Rural,Domestic Violence,2019-09-26,5875791.0,167,20.0,52,115.0,2.8421705264874126,
Manipur,Imphal West,PS_215,Urban,Cyber Crime,2024-11-12,1513823.0,505,26.0,267,238.0,33.359250057635535,33.359250057635535
Manipur,Imphal West,PS_168,Rural,Domestic Violence,2019-10-04,2521417.0,189,69.0,18,171.0,7.495785108135624,7.495785108135624
Manipur,Imphal West,PS_148,Semi-Urban,Kidnapping,2020-05-23,6495377.0,708,653.0,334,374.0,10.900060150473175,
Manipur,Imphal East,PS_352,Rural,Murder,2024-05-23,4788654.0,685,677.0,642,43.0,14.30464594017442,14.30464594017442
Manipur,Imphal West,PS_209,Semi-Urban,Burglary,2020-02-28,3897407.0,618,368.0,542,76.0,15.85669651642746,15.85669651642746
Manipur,Imphal West,PS_232,Urban,Rape,2022-02-14,3808318.0,143,135.0,67,76.0,3.7549385319188153,3.7549385319188153
Manipur,Imphal West,PS_64,Urban,Kidnapping,2023-04-01,3116071.0,657,652.0,582,75.0,21.084243587517744,21.084243587517744
Manipur,Imphal West,PS_125,Semi-Urban,Rape,2016-04-23,2472328.0,736,710.0,445,291.0,29.769512783093507,
Manipur,Imphal East,PS_27,Rural,Domestic Violence,2021-07-19,1148166.0,342,77.0,220,122.0,29.786633640083405,29.786633640083405
Manipur,Imphal West,PS_15,Urban,Murder,2023-04-13,1404140.0,87,7.0,49,,6.195963365476377,6.195963365476377
Manipur,Imphal West,PS_299,Rural,Cyber Crime,2019-04-11,587991.0,69,29.0,50,19.0,11.734873492961627,11.734873492961627
Manipur,Imphal East,PS_347,Semi-Urban,Rape,2023-08-31,2170050.0,58,14.0,33,25.0,,2.6727494758185295
Manipur,Imphal West,PS_381,Semi-Urban,Murder,2017-10-15,3880988.0,85,45.0,8,77.0,2.1901639479431525,2.1901639479431525
Manipur,Imphal West,PS_394,Semi-Urban,Kidnapping,2017-08-13,2588620.0,29,11.0,28,,1.1202880299155535,1.1202880299155535
Manipur,Imphal East,PS_55,Urban,Murder,2018-01-11,5248930.0,312,33.0,130,182.0,5.944068600648133,5.944068600648133
Manipur,Imphal East,PS_175,Semi-Urban,Assault,2021-08-31,1577406.0,442,156.0,1,441.0,,
Manipur,Imphal West,PS_178,Semi-Urban,Cyber Crime,2018-11-01,6186461.0,218,,49,169.0,3.5238240409177397,3.5238240409177397
Manipur,Imphal West,PS_323,Urban,Robbery,2023-05-28,1353724.0,92,,87,5.0,6.796067736111645,6.796067736111645
Manipur,Imphal East,PS_66,Semi-Urban,Theft,2017-01-31,2181709.0,293,,95,198.0,13.42983871817919,13.42983871817919
Manipur,Imphal East,PS_353,Urban,Burglary,2024-12-24,3943581.0,58,27.0,41,17.0,1.4707444832501222,
Manipur,Imphal West,PS_108,Semi-Urban,Rape,2022-04-23,210179.0,763,474.0,683,80.0,363.0238986768421,
Manipur,Imphal West,PS_5,Rural,Burglary,2023-11-11,3957638.0,476,222.0,111,365.0,12.027375924730862,12.027375924730862
Manipur,Imphal West,PS_167,Urban,Kidnapping,2016-05-23,,578,504.0,331,247.0,13.578281139955433,13.578281139955433
Manipur,Imphal East,PS_306,Semi-Urban,Domestic Violence,2024-07-05,1369417.0,743,560.0,227,516.0,54.2566654276966,54.2566654276966
Manipur,Imphal West,PS_225,Urban,Cyber Crime,2023-05-17,1395225.0,294,281.0,110,184.0,21.071870128473904,21.071870128473904
Manipur,Imphal West,PS_22,Urban,Assault,2018-09-19,1551204.0,317,123.0,160,157.0,,20.435738948584454
Manipur,Imphal East,PS_118,Urban,Assault,2017-10-05,5177624.0,478,384.0,280,198.0,9.232033844095284,9.232033844095284
Manipur,Imphal West,PS_276,Urban,Domestic Violence,2015-01-01,4029346.0,596,268.0,406,190.0,14.791482290178108,14.791482290178108
Manipur,Imphal East,PS_62,Urban,Theft,2022-12-06,,283,202.0,112,171.0,4.1793412944616195,
Manipur,Imphal West,PS_9,Urban,Fraud,2020-05-03,,651,564.0,612,39.0,29.585852599737496,
Manipur,Imphal East,PS_161,Rural,Kidnapping,2016-04-15,296232.0,327,167.0,108,219.0,110.38645386048772,110.38645386048772
Manipur,Imphal East,PS_199,Urban,Assault,2015-03-29,1534856.0,15,13.0,15,0.0,0.9772903777292463,0.9772903777292463
Manipur,Imphal West,PS_45,Urban,Rape,2023-07-13,5181702.0,436,389.0,169,267.0,8.414223743472704,8.414223743472704
Manipur,Imphal East,PS_213,Urban,Rape,2017-03-02,6127394.0,117,,94,23.0,1.9094577564295687,1.9094577564295687
Manipur,Imphal East,PS_274,Urban,Theft,2019-09-02,2979558.0,311,158.0,184,127.0,10.437789766133097,10.437789766133097
Manipur,Imphal East,PS_186,Semi-Urban,Kidnapping,2019-09-01,517515.0,606,333.0,513,93.0,,117.09805512883685
Manipur,Imphal West,PS_268,Rural,Cyber Crime,2016-07-24,1466645.0,328,126.0,12,316.0,22.363966740417755,
Manipur,Imphal West,PS_281,Rural,Fraud,2015-02-17,,500,447.0,288,,10.98895785558839,10.98895785558839
Manipur,Imphal West,PS_187,Semi-Urban,Robbery,2017-09-02,3518244.0,476,359.0,339,137.0,13.529476636640325,
Manipur,Imphal West,PS_137,Rural,Robbery,2016-08-04,3047597.0,470,181.0,446,,15.421986568434082,15.421986568434082
Manipur,Imphal East,PS_341,Urban,Kidnapping,2016-06-25,6954783.0,503,243.0,353,150.0,,7.232432701350999
Manipur,Imphal East,PS_93,Semi-Urban,Kidnapping,2020-09-17,,310,49.0,299,,8.968410077368448,8.968410077368448
Manipur,Imphal West,PS_323,Rural,Rape,2020-08-21,,279,241.0,21,258.0,7.523415619905179,
Manipur,Imphal West,PS_37,Urban,Cyber Crime,2015-11-03,176231.0,785,480.0,184,,,445.43808977989113
Manipur,Imphal West,PS_24,Semi-Urban,Assault,2019-03-03,5128643.0,367,16.0,272,95.0,,7.155888994418212
Manipur,Imphal West,PS_223,Rural,Rape,2019-10-03,6474423.0,606,449.0,289,317.0,9.359907438855942,9.359907438855942
Manipur,Imphal East,PS_296,Rural,Murder,2016-12-15,4117071.0,634,559.0,185,,15.399297218823769,15.399297218823769
Manipur,Imphal East,PS_223,Semi-Urban,Robbery,2022-05-09,5891694.0,495,125.0,75,420.0,8.401658334597826,
Manipur,Imphal East,PS_159,Urban,Burglary,2024-04-28,6680653.0,429,97.0,127,302.0,6.421527955425915,
Manipur,Imphal West,PS_111,Urban,Kidnapping,2022-09-28,6872184.0,105,22.0,99,,,1.527898554520659
Manipur,Imphal East,PS_129,Semi-Urban,Theft,2021-01-03,6575528.0,355,300.0,187,168.0,5.398805997024118,5.398805997024118
Manipur,Imphal West,PS_144,Urban,Kidnapping,2015-01-07,,211,19.0,193,18.0,12.001640413789259,12.001640413789259
Manipur,Imphal West,PS_74,Semi-Urban,Theft,2018-07-10,1528556.0,797,384.0,632,,52.14071319598366,52.14071319598366
Manipur,Imphal West,PS_210,Rural,Fraud,2017-12-19,5416786.0,140,24.0,138,2.0,2.5845584448047236,2.5845584448047236
Manipur,Imphal East,PS_296,Rural,Burglary,2019-03-02,2292156.0,210,42.0,56,,9.161680095072063,9.161680095072063
Manipur,Imphal East,PS_45,Urban,Murder,2021-08-28,6414561.0,718,,128,590.0,11.193283531016386,11.193283531016386
Manipur,Imphal East,PS_168,Urban,Kidnapping,2016-07-10,4786855.0,198,,93,105.0,4.136327505220025,4.136327505220025
Manipur,Imphal East,PS_307,Urban,Kidnapping,2015-01-31,5816166.0,667,57.0,620,47.0,11.468035816034137,11.468035816034137
Manipur,Imphal West,PS_197,Urban,Murder,2022-03-18,1911640.0,123,93.0,4,119.0,6.434265865958026,6.434265865958026
Manipur,Imphal East,PS_10,Semi-Urban,Theft,2015-11-07,241379.0,371,,200,171.0,153.70019761453977,153.70019761453977
Manipur,Imphal West,PS_276,Urban,Burglary,2016-05-12,3604471.0,428,312.0,379,49.0,11.874141864367893,11.874141864367893
Manipur,Imphal East,PS_8,Urban,Fraud,2019-12-20,3894432.0,599,277.0,470,129.0,15.380933599559578,15.380933599559578
Manipur,Imphal East,PS_315,Urban,Domestic Violence,2018-05-31,3416038.0,298,110.0,131,167.0,8.72355635388131,8.72355635388131
Manipur,Imphal West,PS_120,Urban,Burglary,2020-10-12,1877791.0,82,45.0,17,65.0,,4.366833156618601
Manipur,Imphal East,PS_167,Urban,Fraud,2022-01-07,5600564.0,265,209.0,67,198.0,4.731666310750131,4.731666310750131
Manipur,Imphal East,PS_248,Urban,Cyber Crime,2016-03-02,3252264.0,328,255.0,153,175.0,10.085282129618014,
Manipur,Imphal East,PS_197,Rural,Kidnapping,2019-03-19,820957.0,721,,132,,87.82433184685678,87.82433184685678
Manipur,Imphal East,PS_115,Semi-Urban,Murder,2018-03-21,973924.0,669,157.0,256,,,68.6911915098098
Manipur,Imphal West,PS_228,Rural,Murder,2019-04-07,5047195.0,24,1.0,16,8.0,0.475511645577395,0.475511645577395
Manipur,Imphal West,PS_136,Rural,Kidnapping,2015-05-25,5412961.0,345,31.0,306,39.0,6.373591089978294,6.373591089978294
Manipur,Imphal West,PS_391,Semi-Urban,Cyber Crime,2020-01-30,2314072.0,71,18.0,22,49.0,,3.0681845681551825
Manipur,Imphal East,PS_47,Rural,Cyber Crime,2021-04-30,3300799.0,317,,157,160.0,9.603735338019673,9.603735338019673
Meghalaya,Tura,PS_181,Urban,Kidnapping,2024-09-26,5328675.0,782,408.0,457,325.0,14.67531797304208,14.67531797304208
Meghalaya,Shillong,PS_194,Rural,Murder,2016-11-23,3662508.0,162,9.0,11,151.0,4.423198529532223,4.423198529532223
Meghalaya,Tura,PS_7,Rural,Theft,2021-12-16,4472599.0,228,0.0,133,95.0,5.097707172049182,5.097707172049182
Meghalaya,Tura,PS_142,Urban,Assault,2022-07-11,1809008.0,13,3.0,11,2.0,0.7186258988351627,0.7186258988351627
Meghalaya,Shillong,PS_215,Rural,Robbery,2016-05-01,6663771.0,295,111.0,189,106.0,4.4269228339329185,4.4269228339329185
Meghalaya,Shillong,PS_346,Urban,Robbery,2015-05-13,1546851.0,391,54.0,266,125.0,25.277159855732712,25.277159855732712
Meghalaya,Tura,PS_42,Urban,Rape,2018-05-21,6530249.0,515,355.0,178,337.0,,7.886376155028698
Meghalaya,Tura,PS_227,Semi-Urban,Kidnapping,2016-07-06,2725118.0,501,43.0,379,122.0,18.384525000385302,18.384525000385302
Meghalaya,Shillong,PS_329,Semi-Urban,Domestic Violence,2017-02-08,6524238.0,627,181.0,575,52.0,,9.610317710665981
Meghalaya,Shillong,PS_76,Urban,Rape,2018-12-23,3428251.0,254,27.0,113,141.0,7.409025768533285,7.409025768533285
Meghalaya,Shillong,PS_25,Urban,Rape,2021-02-03,4947109.0,776,349.0,244,532.0,15.685928893016102,
Meghalaya,Shillong,PS_329,Urban,Murder,2016-08-24,4395492.0,136,131.0,90,46.0,3.094079115602986,3.094079115602986
Meghalaya,Tura,PS_386,Urban,Assault,2021-10-12,6906212.0,622,232.0,405,217.0,9.006384397119579,9.006384397119579
Meghalaya,Shillong,PS_259,Semi-Urban,Kidnapping,2024-06-16,4556541.0,116,2.0,80,36.0,2.545790765407356,2.545790765407356
Meghalaya,Shillong,PS_162,Rural,Rape,2022-11-18,5455413.0,551,171.0,255,296.0,10.100060252083573,10.100060252083573
Meghalaya,Shillong,PS_56,Rural,Fraud,2019-10-11,4633386.0,496,325.0,365,131.0,10.704914289463472,10.704914289463472
Meghalaya,Tura,PS_207,Urban,Kidnapping,2024-09-07,,634,25.0,69,565.0,54.91445384803941,54.91445384803941
Meghalaya,Tura,PS_44,Rural,Burglary,2015-09-01,5791519.0,195,,60,135.0,,3.3669923210128467
Meghalaya,Shillong,PS_220,Urban,Assault,2022-09-20,6277787.0,141,117.0,51,90.0,2.2460143996602624,2.2460143996602624
Meghalaya,Tura,PS_232,Semi-Urban,Burglary,2018-10-31,,392,117.0,362,30.0,7.897958377759349,7.897958377759349
Meghalaya,Shillong,PS_63,Semi-Urban,Cyber Crime,2015-01-22,1779781.0,437,81.0,243,194.0,24.553582716075745,24.553582716075745
Meghalaya,Shillong,PS_23,Semi-Urban,Domestic Violence,2023-07-06,5136426.0,518,195.0,385,133.0,10.084833306271713,
Meghalaya,Tura,PS_27,Semi-Urban,Theft,2021-11-19,4628552.0,326,,213,113.0,7.043239440758147,7.043239440758147
Meghalaya,Shillong,PS_228,Rural,Robbery,2019-10-19,4364406.0,800,4.0,729,,18.330100361882007,18.330100361882007
Meghalaya,Shillong,PS_223,Urban,Murder,2023-04-04,4141035.0,355,355.0,60,,8.57273604304238,8.57273604304238
Meghalaya,Shillong,PS_280,Semi-Urban,Kidnapping,2024-08-05,4001652.0,432,94.0,131,301.0,10.795541441384708,10.795541441384708
Meghalaya,Tura,PS_29,Semi-Urban,Robbery,2019-02-04,3810351.0,61,5.0,2,59.0,1.6009023840585814,1.6009023840585814
Meghalaya,Shillong,PS_255,Urban,Murder,2022-05-03,416491.0,731,118.0,691,40.0,175.51399670100915,175.51399670100915
Meghalaya,Shillong,PS_135,Urban,Robbery,2023-05-14,,240,26.0,142,98.0,13.878375698038928,13.878375698038928
Meghalaya,Tura,PS_287,Rural,Cyber Crime,2016-05-08,,16,6.0,5,11.0,0.30129142921920515,0.30129142921920515
Meghalaya,Tura,PS_280,Rural,Assault,2018-07-15,3273757.0,477,225.0,440,37.0,14.570415580631062,14.570415580631062
Meghalaya,Tura,PS_184,Rural,Fraud,2020-02-18,5694296.0,376,15.0,163,213.0,6.6030989607846164,6.6030989607846164
Meghalaya,Shillong,PS_7,Urban,Rape,2022-11-03,1328687.0,575,368.0,338,,43.275805362737806,43.275805362737806
Meghalaya,Shillong,PS_181,Rural,Assault,2023-09-27,5358521.0,150,101.0,56,94.0,2.7992798759209863,2.7992798759209863
Meghalaya,Shillong,PS_184,Rural,Burglary,2023-01-15,1128075.0,226,169.0,188,38.0,20.034128936462558,20.034128936462558
Meghalaya,Tura,PS_180,Rural,Cyber Crime,2017-07-17,3919011.0,800,280.0,671,129.0,20.41331346097268,
Meghalaya,Shillong,PS_38,Urban,Murder,2017-02-04,4244063.0,654,167.0,358,296.0,15.409761824930499,15.409761824930499
Meghalaya,Tura,PS_3,Rural,Robbery,2018-04-16,,199,36.0,141,58.0,3.753301349170379,3.753301349170379
Meghalaya,Shillong,PS_211,Rural,Rape,2024-08-06,4116372.0,113,105.0,6,107.0,2.745135765183516,2.745135765183516
Meghalaya,Shillong,PS_250,Urban,Cyber Crime,2019-02-12,4453311.0,255,233.0,170,,5.726076620294428,
Meghalaya,Tura,PS_34,Semi-Urban,Kidnapping,2020-10-06,1735175.0,608,208.0,85,523.0,35.03969340268273,35.03969340268273
Meghalaya,Tura,PS_155,Semi-Urban,Fraud,2023-10-25,4056820.0,179,138.0,127,52.0,4.412322952460301,4.412322952460301
Meghalaya,Shillong,PS_91,Rural,Theft,2018-04-14,3194193.0,683,59.0,62,,21.38255265101389,21.38255265101389
Meghalaya,Shillong,PS_324,Rural,Fraud,2015-04-16,1364412.0,21,21.0,10,11.0,,1.539124545958259
Meghalaya,Shillong,PS_51,Semi-Urban,Burglary,2020-10-18,5367281.0,329,28.0,316,13.0,,
Meghalaya,Shillong,PS_144,Urban,Murder,2022-01-02,,550,,282,268.0,34.645232815964526,34.645232815964526
Meghalaya,Shillong,PS_278,Urban,Robbery,2018-08-21,693164.0,331,160.0,68,263.0,47.75204713458864,47.75204713458864
Meghalaya,Shillong,PS_130,Semi-Urban,Rape,2021-02-27,5229297.0,51,,19,32.0,0.9752744967440174,0.9752744967440174
Meghalaya,Shillong,PS_329,Rural,Assault,2019-01-09,,613,574.0,214,399.0,,10.431608215342427
Meghalaya,Tura,PS_298,Urban,Kidnapping,2020-05-20,2868675.0,194,,78,116.0,6.762704035835359,6.762704035835359
Meghalaya,Tura,PS_42,Urban,Assault,2019-11-19,906183.0,396,292.0,147,249.0,43.699782494264404,43.699782494264404
Meghalaya,Tura,PS_237,Semi-Urban,Fraud,2023-01-05,4275109.0,345,316.0,136,209.0,8.069969677966107,8.069969677966107
Meghalaya,Tura,PS_374,Rural,Fraud,2016-04-04,2016602.0,754,187.0,628,,37.389628692225834,37.389628692225834
Meghalaya,Tura,PS_80,Rural,Kidnapping,2023-10-22,4888219.0,504,,292,212.0,10.310503682425031,10.310503682425031
Meghalaya,Tura,PS_318,Semi-Urban,Theft,2021-07-25,1114707.0,405,272.0,206,199.0,36.33241739757622,36.33241739757622
Meghalaya,Shillong,PS_313,Urban,Rape,2024-04-01,6547297.0,789,,573,216.0,12.050774541005243,12.050774541005243
Meghalaya,Shillong,PS_317,Urban,Burglary,2022-08-01,3894818.0,19,14.0,1,18.0,,0.48782767256390414
Meghalaya,Tura,PS_389,Semi-Urban,Rape,2017-12-18,6345112.0,451,,154,297.0,7.10783355754792,7.10783355754792
Meghalaya,Shillong,PS_255,Rural,Domestic Violence,2022-02-22,3645579.0,347,93.0,294,53.0,9.51837828778364,9.51837828778364
Meghalaya,Tura,PS_323,Rural,Cyber Crime,2017-08-05,4718887.0,175,96.0,32,,3.708501602178649,3.708501602178649
Meghalaya,Tura,PS_186,Rural,Theft,2018-09-17,4450695.0,531,137.0,306,225.0,,11.930720932348768
Meghalaya,Shillong,PS_113,Urban,Domestic Violence,2020-08-26,2556411.0,174,120.0,113,61.0,6.806417277972908,6.806417277972908
Meghalaya,Shillong,PS_111,Urban,Robbery,2022-07-16,6342486.0,216,143.0,211,5.0,,3.405604679300829
Meghalaya,Shillong,PS_332,Rural,Cyber Crime,2021-11-24,3714334.0,115,86.0,2,113.0,3.0961135966770894,3.0961135966770894
Meghalaya,Tura,PS_374,Urban,Fraud,2020-12-19,5713471.0,747,,345,402.0,13.074364077458343,13.074364077458343
Meghalaya,Shillong,PS_187,Urban,Fraud,2018-10-08,2827736.0,2,0.0,1,1.0,0.07072796046024099,0.07072796046024099
Meghalaya,Shillong,PS_262,Semi-Urban,Rape,2019-05-31,725319.0,129,4.0,119,10.0,17.785277925988424,
Meghalaya,Tura,PS_48,Rural,Kidnapping,2020-08-09,5711284.0,71,13.0,27,44.0,1.2431530282857584,1.2431530282857584
Meghalaya,Shillong,PS_120,Urban,Burglary,2022-12-17,5964371.0,654,,591,63.0,10.965112666532649,
Meghalaya,Tura,PS_83,Urban,Cyber Crime,2015-02-09,2597929.0,301,119.0,197,104.0,11.5861518925267,11.5861518925267
Meghalaya,Shillong,PS_195,Urban,Assault,2017-01-24,3696162.0,638,622.0,379,259.0,17.26114818560442,17.26114818560442
Meghalaya,Tura,PS_142,Urban,Theft,2022-05-25,4808546.0,144,23.0,79,65.0,,2.9946682427494715
Meghalaya,Shillong,PS_322,Rural,Rape,2019-11-28,641961.0,541,290.0,21,520.0,84.27303216238992,
Meghalaya,Tura,PS_335,Semi-Urban,Kidnapping,2018-03-04,871833.0,354,346.0,185,,40.60410652040012,40.60410652040012
Meghalaya,Tura,PS_359,Rural,Kidnapping,2024-06-04,6094786.0,132,20.0,3,,2.165785640381795,2.165785640381795
Meghalaya,Shillong,PS_353,Urban,Kidnapping,2016-06-27,4041606.0,68,6.0,41,27.0,1.6824994816417038,1.6824994816417038
Meghalaya,Tura,PS_105,Rural,Theft,2015-11-21,65357.0,97,20.0,28,69.0,148.41562495218568,148.41562495218568
Meghalaya,Tura,PS_90,Rural,Domestic Violence,2016-06-01,1655600.0,56,7.0,1,55.0,,3.3824595312877506
Meghalaya,Tura,PS_139,Semi-Urban,Theft,2019-11-01,2597976.0,585,,263,322.0,22.51752903029127,
Meghalaya,Shillong,PS_320,Urban,Fraud,2019-11-14,1851312.0,356,338.0,84,272.0,19.229605814687098,19.229605814687098
Meghalaya,Shillong,PS_122,Semi-Urban,Burglary,2022-07-17,6399830.0,518,221.0,126,392.0,8.093964995945203,8.093964995945203
Meghalaya,Tura,PS_315,Urban,Domestic Violence,2022-02-10,296849.0,434,66.0,2,432.0,146.20227792581414,146.20227792581414
Meghalaya,Tura,PS_364,Urban,Kidnapping,2018-06-18,1836366.0,131,24.0,88,43.0,7.133654184405505,7.133654184405505
Meghalaya,Tura,PS_88,Rural,Robbery,2016-12-19,5421719.0,513,162.0,298,215.0,,
Meghalaya,Shillong,PS_248,Rural,Robbery,2022-05-09,3236941.0,688,207.0,279,409.0,21.25463516326062,21.25463516326062
Meghalaya,Shillong,PS_74,Rural,Assault,2016-02-12,4988783.0,119,108.0,51,68.0,2.385351297099914,2.385351297099914
Meghalaya,Tura,PS_371,Rural,Murder,2020-12-22,1613609.0,511,316.0,220,291.0,31.6681426541374,
Meghalaya,Shillong,PS_112,Rural,Theft,2018-02-13,6674693.0,737,519.0,274,463.0,11.04170633765478,11.04170633765478
Meghalaya,Tura,PS_82,Urban,Fraud,2020-09-30,2940286.0,552,548.0,43,509.0,18.773683920543785,18.773683920543785
Meghalaya,Shillong,PS_117,Urban,Fraud,2024-06-17,5771510.0,145,84.0,76,69.0,2.5123407912314106,2.5123407912314106
Meghalaya,Tura,PS_166,Semi-Urban,Cyber Crime,2018-02-21,4645975.0,654,508.0,460,194.0,14.076700800154972,14.076700800154972
Meghalaya,Shillong,PS_357,Rural,Assault,2024-01-05,,751,421.0,525,226.0,11.140016809410184,
Meghalaya,Tura,PS_129,Rural,Murder,2021-04-11,6366895.0,635,454.0,243,392.0,9.973464302458263,9.973464302458263
Meghalaya,Shillong,PS_311,Rural,Murder,2023-05-19,4976580.0,151,76.0,94,57.0,3.0342122501798423,
Meghalaya,Shillong,PS_143,Semi-Urban,Robbery,2017-08-31,6360901.0,174,124.0,10,164.0,2.7354615328866148,2.7354615328866148
Meghalaya,Tura,PS_201,Urban,Assault,2015-04-18,6189200.0,77,54.0,20,57.0,1.2441026303884186,1.2441026303884186
Meghalaya,Tura,PS_246,Rural,Robbery,2023-01-21,2616833.0,683,50.0,136,547.0,26.100251716483246,
Meghalaya,Tura,PS_142,Semi-Urban,Domestic Violence,2017-07-05,,213,71.0,110,103.0,4.007556784539636,4.007556784539636
Meghalaya,Tura,PS_215,Semi-Urban,Burglary,2017-02-09,172803.0,424,192.0,180,244.0,245.36611054206233,
Meghalaya,Shillong,PS_5,Urban,Robbery,2020-06-19,5305078.0,210,,122,88.0,,3.958471487129878
Meghalaya,Shillong,PS_247,Urban,Assault,2023-02-17,3286319.0,619,,500,119.0,18.83566385369162,18.83566385369162
Meghalaya,Tura,PS_189,Semi-Urban,Robbery,2018-01-20,68139.0,611,364.0,368,243.0,896.6964587094029,896.6964587094029
